reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
addb0754-7eaf-4198-b682-78f62c5022e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini aplikasi berguna bngt apalgi buat cewek, bisa cari informasi tentang skincare, make up, outfit, resep makanan dll, pokoknya kek... bahagia bngttt makasi bnyak yg udah bikin apk ini❤❤",5,69,9.7.0,2025-10-03 16:39:32,,,9.7.0
6e8c1bcf-e1aa-4fbe-ac92-4d585d935cc6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"suka banget dengan aplikasi ini, banyak memberikan tips and tricks yg saaaangat bermanfaat. semoga lemon8 tetap menjadi wadah tips2 bermanfaat yang selalu terus berkembang.",5,302,9.2.0,2025-08-01 02:15:24,Terima kasih untuk dukungan Anda!,2025-08-12 08:29:54,9.2.0
fbc5e6ec-c2ce-435b-9392-c91af64d23c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini bersifat sharing publik ,kita bisa mengetahui berbagai ulasan dan bagaimana bisa memberikan pengalaman tentang manfaat dan kekurangannya baik itu peristiwa ,benda,Maslah kehidupan ,Maslah lingkungan sosial ,masalah teknologi,kesehatan,yang pasti klop komplit semua ada .",5,435,9.4.0,2025-09-06 14:35:10,,,9.4.0
90ccdfdc-1ef7-429a-97e5-d93f85b3fb3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini sangat bagus sekali, sangat membantu, banyak hal hal baru yg belum saya ketahui tapi tahu nya dari lemon8 ini. banyak ilmu juga yg saya ambil dari sini, mulai dari agama, ngurus anak, masak masak, beres beres, pokok nya masih banyak lagi motivasi yg bisa di ambil dari aplikasi ini. pokok nya sangat the best lah👍👍",5,485,9.5.5,2025-09-13 16:00:42,,,9.5.5
7e4e44fd-3744-49ed-a239-60506684ae30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dong developer buat fitur untuk personal color analysist perasaan dlu ada fitur nya tpi kenapa skrg tidak ada ya?🤔 nnti klo udah ada fiturnya, aku kasih bintang 5",3,20,9.6.0,2025-09-22 17:46:16,,,9.6.0
c13f8a73-ef49-4122-b3d2-033a8339b855,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"suka banget konsep dan design nya... info2nya simple, tp tetap harus baca komen2 supaya tetap ada referensi apakah info sesuai atau kurang",5,24,9.6.0,2025-09-25 11:01:09,,,9.6.0
abb6436e-ca05-4617-9aee-6c7872e196ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bermanfa'at banget aplikasinya bisa buat belajar apa aja apalagi ada bahas bisnis jg inspirasi banget deh buat aku yg notabene nya hanya irt aja bisa nambah cuan banget deh Terima kasih banyak,5,56,9.6.0,2025-09-22 10:06:41,,,9.6.0
e394b6d6-c95a-4b5f-9fbe-bcba9046d7de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nggak tau bug atau kenapa. setiap ambil gambar pemeriksan kulit atau bentuk wajah, hasil laporan nya ga keluar. layar berubah jadi putih semua. padahal dulu ok ok aja.",1,72,9.2.0,2025-07-26 07:20:21,Mohon maaf untuk ketidaknyamanan Anda. Silakan kirimkan tangkapan layar yang menunjukkan masalah Anda ke Pusat Bantuan Lemon8 supaya kami dapat menginvestigasi lebih lanjut. Terima kasih.,2025-07-29 08:39:01,9.2.0
4f426569-0863-4707-85c7-8db0c22adb63,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini sangat membantu aku setiap kali menentukan menu masak harian,jadi gausah bingung lg untuk menentukan lauknya dan terimakasih untuk resep² masakannya😁tanxs lemon8🙏🏻☺️",5,82,9.5.5,2025-09-13 00:47:42,,,9.5.5
27574697-b299-4674-bf0a-8e47e42a714b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,belum tau pasti tentang lemon 8 tapi banyak yg mengatakan nyaman. sampai saat ini oke oke aja. karena baru menggunakan apk ini 1bulan yg lalu. sukses buat lemon8,4,59,9.3.0,2025-08-06 01:53:32,,,9.3.0
2e446973-2670-4c19-87e9-227b7588fc81,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk nya bagus banget, sangat membantu, mau skincare haircare bodycare fashion resep masakan sampai do'a-do'a ada",5,26,9.2.5,2025-08-05 13:15:35,"Dengan senang hati
",2025-08-12 08:30:23,9.2.5
d0c2d285-9efc-4c59-bc65-dd82305086d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus konten - kontennya, hanya minta tolong Kaka admin, akhir - akhir ini di lemon banyak konten gosip2nya , jadi ini yang membuat cukup agak males, kalau dari awal itu kontennya memang bermanfaat dan bagus2 , ada banyak masuk konten gosip jadi engga banget deh. bisa engga yaa konten gosip2 apalagi belum bener faktanya di take down, jadi citra lemon bisa kembali lagi khusus untuk konten bermanfaat.",5,62,9.5.0,2025-09-06 22:40:05,,,9.5.0
9b5af557-10a0-4751-bf71-9d716b3f90f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hai aku bd.anty 5 bln sharing dilemon8 aku seneng bgt ada aplikasi tempat sharing kayak gini, banyak bgt hal2 yg bermanfaat didalamnya. sempat ngerasain rising star 1x",5,22,9.5.0,2025-09-13 08:17:59,,,9.5.0
ffa47801-3a79-4a99-9610-93d354905601,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau masak nggk usah bingung resep berbagai masakan favorit ku ada semua di lemon8, juga ada semua tips2 cerdas lainnya",5,25,9.4.5,2025-09-04 08:39:55,,,9.4.5
21d4a7ba-d93d-48e4-86b3-2817afcdb70b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"wah, keren bnget apk nya. sangat membantu sekali buat irt yg suka bingung cari ide, ada semua di apk lemon😍 semoga tambah sukses",5,43,9.4.5,2025-09-05 04:57:18,,,9.4.5
3519d124-1219-414c-81bc-543cd6f9dbe5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk nya bagus banget cocok buat cari"" ide atau tutorial, bermanfaat banget buat aku yang suka cari ide masakan dan tutorial hijab",5,26,9.5.5,2025-09-10 23:01:54,,,9.5.5
b86438d2-be0a-40d1-9125-034296ba4529,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya bagus banget bergunaa buat apa aja, nyari apa aja ketemu, banyak post tips trik yang bermanfaat",5,0,9.7.0,2025-10-07 21:31:16,,,9.7.0
5f69ad6a-29aa-4642-802a-7b3a87d2d902,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lemon8 ... saya menyukainya Krn banyak ragam isinya, bukan hanya bagus tetapi memang sangat baik utk edukasi khususnya buat saya, Aamiin 🤲🤲🤲",5,1,9.7.0,2025-10-10 14:34:27,,,9.7.0
61a8466f-9e89-4a44-98ad-a86ee6e5ed33,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat2 menarik, menginspirasi dan memberikan ilmu /informasi yang sangat bermanfaat berkaitan dg hal hal yang kita sukai",5,6,9.6.5,2025-09-27 08:44:07,,,9.6.5
dcf37118-f9a0-4f05-b060-4d578d2011d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak resep buat bikin makanan juga sangat bermanfaat buat ide untuk bikin usaha rumahan saya mau mencoba dengan ide-ide yang ada di lemon8 trimakasih,5,2,9.6.5,2025-10-01 14:36:42,,,9.6.5
230442db-34c0-40f9-b021-d8e3a0932d2f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Disini kita bisa mengaplikasikan segala kegiatan kita untuk bisa dilihat dan diikuti bagi mereka yg merasa sama dg hobby masing-masing orang,5,6,9.6.5,2025-09-27 01:41:03,,,9.6.5
2119897e-6d6a-4c1c-8150-593e2595b96b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aku masih pemula bangey di Lemon 8 ini, mungkin mah hra banyak bljar mengamati dulu bgmn algoritma di Lemon 8 bekerja..ttp yg jls aku dah dapat bnyk info2 yg bermanfaat buat nambah ilmu pengetahuan dlm banyk hal dan tenyunya brmanfaat u tingkatkan kualitas diri kita..",5,0,9.7.0,2025-10-13 07:13:47,,,9.7.0
97af1269-50ee-4a58-9836-a46aa433687b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tampilannya bagus dan lebih simple..semoga bisa dipertahanksan.,5,0,9.7.0,2025-10-13 00:40:13,,,9.7.0
df874350-3625-48d5-81d5-c10e4f2c21ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bnyak inspirasi, wawasan makin luas tempat yang nyaman untuk berbagi banyak hal",5,0,9.7.0,2025-10-17 06:39:16,,,9.7.0
79759bcb-0760-41c4-adad-c5c6dc306d3e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi seru, bisa buat referensi bisa buat share juga, buruan download banyak challenge dg reward gemesin",5,13,9.6.5,2025-09-24 22:39:26,,,9.6.5
27c1083e-e5d7-4abf-8a60-4b74681b6994,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menyenangkan semua resep simpel dan mudah dipraktikan kwalitas video bagus..,5,1,9.7.0,2025-10-07 23:10:41,,,9.7.0
27849f3e-e320-42bc-9364-fd56815b66eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini sangat membantu saya dalam mencari ide, tidak ada kendala apapun. Terimakasih LEMON8☺️",5,8,9.6.5,2025-09-29 02:55:32,,,9.6.5
1fa175c1-7731-49e5-8193-82f7bf4faac6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi yang penggunanya kebanyakan perempuan,sangat membantu karena banyak info dan postingan menarik seputar keseharian IRT",5,5,9.7.0,2025-10-09 06:30:16,,,9.7.0
0a056e5a-5bdd-4995-9ab0-ac0f0301649b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget banyak motivasi buat anak SD kelas 5 6 dan SMP SMA Pokok nya bagus banget bikin masa depan cerah kayak matahari,5,4,9.7.0,2025-10-02 14:07:29,,,9.7.0
cc5a1d93-2ab9-47d5-9c74-4ff61b108a88,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka sekali tips dan triknya buat self reward dan glow up,5,7,9.6.5,2025-09-25 01:56:17,,,9.6.5
c248e69e-650a-46fe-83c3-593ccd414b62,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu sekali karena banyak menu yg tersedia di aplikasi ini❤️❤️❤️,5,1,9.7.0,2025-10-09 07:30:15,,,9.7.0
2faa6ba3-3fff-455e-a005-3b6250ad3092,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Konten Dan Sajiannya Bagus Ya, Bresih dari konten Vulgar ini minat saya sekali dan banyak edukasi juga",5,4,9.6.5,2025-10-01 08:39:19,,,9.6.5
1046726f-7607-47c8-9ace-8b3117c3e486,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu untuk saya yg irt bisa tau resep masakan dan cara menghemat uang belanja,5,2,9.7.0,2025-10-06 02:47:28,,,9.7.0
329bccd5-35e1-482b-b018-a5eeb050f941,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yg sangat baik dan membuat kita berkreasi lebih baik lagi.,5,4,9.7.0,2025-10-08 08:55:37,,,9.7.0
d85a3797-363d-4256-8e70-7d97fc918241,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cukup bagus dan informatif. namun apa betul aplikasi ini utk perempuan krn banyak sekali komentar penggunanya yg antisipatif thd laki2.,5,11,9.5.0,2025-09-08 01:35:54,,,9.5.0
7e382b65-155f-43ba-aaa6-ec036159c162,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bikin betah scroll pokoknya karena di apl Lemon8 ini kamu akan banyak mendapatkan tips-tips menarik dan unik, dgn tampilan yg variatif bisa saling berbagi pengalaman, asyik banget lah😍",5,153,9.2.0,2025-07-25 14:21:02,,,9.2.0
a26b0197-c7d4-4fdd-8bdf-7a7777fdb989,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mudah di gunakan dan aman tidak ada iklan,5,5,9.6.5,2025-09-28 15:50:00,,,9.6.5
2538a5cc-f53e-480c-befc-b9b4c65a4ad8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus aneka resepnya sangat membantu buat pemula yv mau belajar memasak,5,1,9.7.0,2025-10-07 11:14:07,,,9.7.0
20d4da7f-289c-40ee-b582-bb445adc0c83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Padahal aplikasi ini sering kali kupakai untuk berbagai hal resep dan tips-tips harian. Tapi setelah diupdate, akun ku yg lama hilang, dan harus login lewat aplikasi yg paling tidak ingin kupakai. Sayang sekali, bisakah dikembalikan seperti dulu? Kalau tidak ya udah uninstall lagi.",1,101,8.7.5,2025-05-22 15:43:10,,,8.7.5
b2cc9f34-2cbe-4115-962d-ab5718c8eaaf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mudah digunakan dan isi nya juga sesuai apa yg kita minat pertama kali kemana..,5,3,9.6.5,2025-09-30 05:48:54,,,9.6.5
5557a042-188e-4f9e-885a-79e47faec4ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"app bagus, mudah d gunakan dn disaat apload VT cepat banget🥰🥰🥰",5,3,9.6.5,2025-10-05 12:34:18,,,9.6.5
9f7058e1-38ef-40b5-ba2d-ace54116407a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi Lemon8 Sangat Baik Dan Saya Merasa terhibur Dengan Ada Nya Aplikasi Lemon8, Lemon8 Is The Best. 👍🙏☺",5,81,9.4.0,2025-08-28 10:06:49,,,9.4.0
e775dc46-e11e-457f-a3d5-eabe2ca8ff1a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gampang search, semua yg d cari ada, dan gampang ngeditnya.",5,1,9.5.0,2025-10-06 12:38:55,,,9.5.0
9645c3e4-1b9c-43a0-94de-93fef4ac799f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"fitur edit fotonya lengkap, keren. template nya oke.. orang orang nya ramah dan sopan. sejauh ini hehehe",5,10,9.6.0,2025-09-23 14:26:40,,,9.6.0
afa6f55b-eb72-4d7b-b3b5-cf7c301b070d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apkikasi mantap cuma syg kl posting vidio lagu nya di bisukan dan kita mau ganti lagi gk bisa toi bagus juga,5,6,9.6.0,2025-09-28 03:48:26,,,9.6.0
4b9a9316-7c00-4df1-906c-4f308c2d79c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masih newbie banget di lemon8 ini, belum bisa aplod kayak man teman lainnya. intinya sih, semoga aku dapat wawasan, pengalaman, juga teman baru dari sini. dan untung2 juga kalo dapet rezeki dari sini, sukses selalu lemon8 aamiin... 🤲",5,7,9.5.5,2025-09-19 21:21:08,,,9.5.5
dd708167-7218-4304-bb7b-6e06226fc76e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bermanfaat terutama utk video Resep resepnya Lengkaap...👍,5,11,9.6.0,2025-09-19 13:42:06,,,9.6.0
5c931c7d-2954-45d7-9bc8-53d635d4eddf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mirip dengan Tt tp lebih banyak konten berupa gambar + tulisan bukan video,5,6,9.5.5,2025-09-22 05:37:42,,,9.5.5
